PANTONENAME,UNIQUECODE,R,G,B
PANTONE 8461 C,12823,133,124,134
PANTONE 8462 C,12824,129,115,126
PANTONE 8463 C,12825,120,101,115
PANTONE 8464 C,12826,113,76,93
PANTONE 8465 C,12827,112,74,85
PANTONE 8480 C,12828,65,102,119
PANTONE 8481 C,12829,78,96,119
PANTONE 8482 C,12830,45,85,111
PANTONE 8483 C,12831,15,68,105
PANTONE 8484 C,12832,27,82,125
PANTONE 8485 C,12833,38,94,141
PANTONE 8500 C,12834,115,130,128
PANTONE 8501 C,12835,88,121,107
PANTONE 8502 C,12836,67,97,104
PANTONE 8503 C,12837,42,60,67
PANTONE 8504 C,12838,45,78,93
PANTONE 8505 C,12839,53,88,101
PANTONE 8520 C,12840,119,117,91
PANTONE 8521 C,12841,79,84,68
PANTONE 8522 C,12842,61,74,64
PANTONE 8523 C,12843,45,61,54
PANTONE 8524 C,12844,48,73,73
PANTONE 8525 C,12845,55,80,83
PANTONE 8540 C,12846,131,75,82
PANTONE 8541 C,12847,109,65,71
PANTONE 8542 C,12848,98,48,56
PANTONE 8543 C,12849,91,48,67
PANTONE 8544 C,12850,97,58,84
PANTONE 8545 C,12851,97,62,88
PANTONE 8560 C,12852,120,75,59
PANTONE 8561 C,12853,118,68,68
PANTONE 8562 C,12854,113,59,67
PANTONE 8563 C,12855,113,67,62
PANTONE 8564 C,12856,117,76,73
PANTONE 8565 C,12857,117,79,82
PANTONE 8580 C,12858,149,108,62
PANTONE 8581 C,12859,131,90,49
PANTONE 8582 C,12860,123,83,43
PANTONE 8583 C,12861,108,68,29
PANTONE 8584 C,12862,107,72,40
PANTONE 8585 C,12863,110,77,50
PANTONE 8600 C,12864,90,86,84
PANTONE 8601 C,12865,75,69,66
PANTONE 8602 C,12866,60,59,62
PANTONE 8603 C,12867,45,48,60
PANTONE 8604 C,12868,50,58,74
PANTONE 8605 C,12869,54,68,84
PANTONE 8620 C,12870,116,92,64
PANTONE 8621 C,12871,97,76,56
PANTONE 8622 C,12872,79,66,50
PANTONE 8623 C,12873,65,58,50
PANTONE 8624 C,12874,65,61,54
PANTONE 8625 C,12875,70,65,60
PANTONE 8640 C,12876,156,124,47
PANTONE 8641 C,12877,168,134,36
PANTONE 8642 C,12878,170,137,13
PANTONE 8643 C,12879,172,137,1
PANTONE 8644 C,12880,170,145,24
PANTONE 8645 C,12881,164,147,43
PANTONE 8660 C,12882,143,122,50
PANTONE 8661 C,12883,135,125,31
PANTONE 8662 C,12884,133,129,27
PANTONE 8663 C,12885,127,135,18
PANTONE 8664 C,12886,133,143,37
PANTONE 8665 C,12887,132,146,57
PANTONE 8680 C,12888,120,115,60
PANTONE 8681 C,12889,119,123,51
PANTONE 8682 C,12890,107,129,46
PANTONE 8683 C,12891,96,135,38
PANTONE 8684 C,12892,94,135,52
PANTONE 8685 C,12893,95,141,65
PANTONE 8700 C,12894,112,117,78
PANTONE 8701 C,12895,101,121,65
PANTONE 8702 C,12896,88,127,65
PANTONE 8703 C,12897,64,128,62
PANTONE 8704 C,12898,69,135,78
PANTONE 8705 C,12899,74,140,90
PANTONE 871 C,12900,131,118,80
PANTONE 872 C,12901,131,114,77
PANTONE 8720 C,12902,77,109,86
PANTONE 8721 C,12903,83,117,86
PANTONE 8722 C,12904,57,115,85
PANTONE 8723 C,12905,27,129,95
PANTONE 8724 C,12906,41,137,110
PANTONE 8725 C,12907,46,142,120
PANTONE 873 C,12908,133,110,75
PANTONE 874 C,12909,138,112,78
PANTONE 8740 C,12910,66,104,94
PANTONE 8741 C,12911,43,105,85
PANTONE 8742 C,12912,46,107,96
PANTONE 8743 C,12913,0,107,105
PANTONE 8744 C,12914,0,114,119
PANTONE 8745 C,12915,2,119,129
PANTONE 875 C,12916,134,102,79
PANTONE 876 C,12917,139,100,78
PANTONE 8760 C,12918,31,99,98
PANTONE 8761 C,12919,0,95,105
PANTONE 8762 C,12920,38,92,103
PANTONE 8763 C,12921,0,83,108
PANTONE 8764 C,12922,0,95,125
PANTONE 8765 C,12923,21,102,135
PANTONE 877 C,12924,139,143,145
PANTONE 8780 C,12925,59,58,95
PANTONE 8781 C,12926,54,66,94
PANTONE 8782 C,12927,48,55,114
PANTONE 8783 C,12928,26,54,109
PANTONE 8784 C,12929,38,68,125
PANTONE 8785 C,12930,44,78,136
PANTONE 8800 C,12931,88,55,90
PANTONE 8801 C,12932,82,56,97
PANTONE 8802 C,12933,68,43,100
PANTONE 8803 C,12934,77,42,98
PANTONE 8804 C,12935,83,53,111
PANTONE 8805 C,12936,85,62,122
PANTONE 8820 C,12937,134,63,93
PANTONE 8821 C,12938,129,46,93
PANTONE 8822 C,12939,107,53,102
PANTONE 8823 C,12940,96,38,100
PANTONE 8824 C,12941,102,53,119
PANTONE 8825 C,12942,102,56,128
PANTONE 8840 C,12943,143,62,86
PANTONE 8841 C,12944,141,47,86
PANTONE 8842 C,12945,141,31,91
PANTONE 8843 C,12946,127,27,95
PANTONE 8844 C,12947,130,42,110
PANTONE 8845 C,12948,125,56,118
PANTONE 8860 C,12949,149,69,65
PANTONE 8861 C,12950,145,61,72
PANTONE 8862 C,12951,149,46,73
PANTONE 8863 C,12952,149,31,64
PANTONE 8864 C,12953,145,42,81
PANTONE 8865 C,12954,143,55,95
PANTONE 8880 C,12955,147,79,78
PANTONE 8881 C,12956,154,68,84
PANTONE 8882 C,12957,166,54,94
PANTONE 8883 C,12958,169,55,66
PANTONE 8884 C,12959,162,62,76
PANTONE 8885 C,12960,160,68,86
PANTONE 8900 C,12961,162,83,58
PANTONE 8901 C,12962,183,81,62
PANTONE 8902 C,12963,181,82,79
PANTONE 8903 C,12964,187,71,74
PANTONE 8904 C,12965,185,78,88
PANTONE 8905 C,12966,179,82,93
PANTONE 8920 C,12967,160,93,66
PANTONE 8921 C,12968,176,83,41
PANTONE 8922 C,12969,181,80,16
PANTONE 8923 C,12970,184,76,34
PANTONE 8924 C,12971,180,80,46
PANTONE 8925 C,12972,174,84,56
PANTONE 8940 C,12973,164,100,46
PANTONE 8941 C,12974,167,94,29
PANTONE 8942 C,12975,174,90,12
PANTONE 8943 C,12976,187,90,5
PANTONE 8944 C,12977,181,94,22
PANTONE 8945 C,12978,175,98,45
PANTONE 8960 C,12979,156,112,47
PANTONE 8961 C,12980,165,104,30
PANTONE 8962 C,12981,172,109,4
PANTONE 8963 C,12982,180,100,4
PANTONE 8964 C,12983,174,103,31
PANTONE 8965 C,12984,169,110,49
PANTONE 901 C,12985,0,170,217
PANTONE 902 C,12986,142,234,115
PANTONE 9020 C,12987,236,237,200
PANTONE 9021 C,12988,240,234,231
PANTONE 9022 C,12989,237,230,234
PANTONE 9023 C,12990,233,227,235
PANTONE 903 C,12991,255,243,110
PANTONE 904 C,12992,255,206,139
PANTONE 9040 C,12993,219,235,239
PANTONE 9041 C,12994,223,235,230
PANTONE 9042 C,12995,227,234,230
PANTONE 9043 C,12996,229,230,223
PANTONE 9044 C,12997,198,227,226
PANTONE 9045 C,12998,200,223,221
PANTONE 905 C,12999,252,157,168
PANTONE 906 C,13000,254,125,215
PANTONE 9060 C,13001,239,239,216
PANTONE 9061 C,13002,241,233,235
PANTONE 9062 C,13003,227,237,235
PANTONE 9063 C,13004,231,240,234
PANTONE 9064 C,13005,240,242,225
PANTONE 907 C,13006,241,105,219
PANTONE 908 C,13007,0,176,221
PANTONE 9080 C,13008,226,227,221
PANTONE 9081 C,13009,223,220,213
PANTONE 9082 C,13010,207,204,195
PANTONE 9083 C,13011,202,201,192
PANTONE 9084 C,13012,171,168,159
PANTONE 909 C,13013,168,239,141
PANTONE 910 C,13014,252,243,141
PANTONE 9100 C,13015,230,233,226
PANTONE 9101 C,13016,224,227,221
PANTONE 9102 C,13017,215,219,214
PANTONE 9103 C,13018,212,216,211
PANTONE 911 C,13019,252,218,164
PANTONE 912 C,13020,255,173,184
PANTONE 9120 C,13021,241,240,185
PANTONE 9121 C,13022,241,241,177
PANTONE 9122 C,13023,229,229,186
PANTONE 9123 C,13024,219,216,185
PANTONE 913 C,13025,252,146,220
PANTONE 914 C,13026,245,130,225
PANTONE 9140 C,13027,242,239,205
PANTONE 9141 C,13028,242,239,197
PANTONE 9142 C,13029,230,228,197
PANTONE 9143 C,13030,228,224,197
PANTONE 915 C,13031,0,188,228
PANTONE 916 C,13032,184,238,164
PANTONE 9160 C,13033,241,228,191
PANTONE 9161 C,13034,231,220,186
PANTONE 9162 C,13035,225,217,195
PANTONE 9163 C,13036,214,206,184
PANTONE 917 C,13037,246,244,164
PANTONE 918 C,13038,254,224,181
PANTONE 9180 C,13039,244,230,207
PANTONE 9181 C,13040,242,227,201
PANTONE 9182 C,13041,234,222,203
PANTONE 9183 C,13042,228,216,199
PANTONE 9184 C,13043,236,229,208
PANTONE 9185 C,13044,234,225,207
PANTONE 9186 C,13045,222,211,195
PANTONE 919 C,13046,255,193,201
PANTONE 920 C,13047,253,173,228
PANTONE 9200 C,13048,244,226,206
PANTONE 9201 C,13049,243,227,204
PANTONE 9202 C,13050,235,221,205
PANTONE 9203 C,13051,227,213,196
PANTONE 921 C,13052,246,163,230
PANTONE 922 C,13053,9,193,166
PANTONE 9220 C,13054,241,223,206
PANTONE 9221 C,13055,234,214,197
PANTONE 9222 C,13056,229,212,200
PANTONE 9223 C,13057,222,210,199
PANTONE 9224 C,13058,241,234,221
PANTONE 9225 C,13059,239,231,217
PANTONE 9226 C,13060,235,228,218
PANTONE 923 C,13061,235,242,106
PANTONE 924 C,13062,255,231,116
PANTONE 9240 C,13063,242,229,225
PANTONE 9241 C,13064,236,220,216
PANTONE 9242 C,13065,231,214,207
PANTONE 9243 C,13066,222,206,200
PANTONE 9244 C,13067,241,233,227
PANTONE 925 C,13068,252,172,148
PANTONE 926 C,13069,254,134,189
PANTONE 9260 C,13070,242,222,219
PANTONE 9261 C,13071,238,215,213
PANTONE 9262 C,13072,231,214,212
PANTONE 9263 C,13073,227,208,203
PANTONE 927 C,13074,252,120,219
PANTONE 928 C,13075,151,121,220
PANTONE 9280 C,13076,242,225,226
PANTONE 9281 C,13077,241,222,223
PANTONE 9282 C,13078,238,219,220
PANTONE 9283 C,13079,232,217,217
PANTONE 9284 C,13080,247,200,207
PANTONE 9285 C,13081,239,234,229
PANTONE 9286 C,13082,246,224,224
PANTONE 929 C,13083,40,201,176
PANTONE 930 C,13084,238,244,136
PANTONE 9300 C,13085,244,221,227
PANTONE 9301 C,13086,236,219,226
PANTONE 9302 C,13087,231,206,213
PANTONE 9303 C,13088,230,210,215
PANTONE 931 C,13089,255,234,134
PANTONE 932 C,13090,255,187,166
PANTONE 9320 C,13091,240,221,232
PANTONE 9321 C,13092,233,212,224
PANTONE 9322 C,13093,232,209,223
PANTONE 9323 C,13094,225,204,215
PANTONE 9324 C,13095,240,201,230
PANTONE 933 C,13096,255,157,204
PANTONE 934 C,13097,250,142,225
PANTONE 9340 C,13098,230,221,233
PANTONE 9341 C,13099,224,215,229
PANTONE 9342 C,13100,221,212,227
PANTONE 9343 C,13101,221,208,226
PANTONE 9344 C,13102,209,183,230
PANTONE 9345 C,13103,237,234,235
PANTONE 935 C,13104,169,146,225
PANTONE 936 C,13105,108,214,198
PANTONE 9360 C,13106,220,216,235
PANTONE 9361 C,13107,221,212,232
PANTONE 9362 C,13108,218,213,228
PANTONE 9363 C,13109,209,201,221
PANTONE 937 C,13110,239,246,168
PANTONE 938 C,13111,251,238,167
PANTONE 9380 C,13112,222,227,238
PANTONE 9381 C,13113,209,219,235
PANTONE 9382 C,13114,201,210,232
PANTONE 9383 C,13115,207,213,227
PANTONE 9384 C,13116,217,224,237
PANTONE 9385 C,13117,205,213,225
PANTONE 939 C,13118,254,207,190
PANTONE 940 C,13119,254,183,222
PANTONE 9400 C,13120,212,226,237
PANTONE 9401 C,13121,212,226,239
PANTONE 9402 C,13122,212,226,233
PANTONE 9403 C,13123,203,217,230
PANTONE 941 C,13124,250,170,232
PANTONE 942 C,13125,191,174,232
PANTONE 9420 C,13126,210,226,239
PANTONE 9421 C,13127,205,224,234
PANTONE 9422 C,13128,201,218,230
PANTONE 9423 C,13129,191,210,221
PANTONE 9424 C,13130,193,227,232
PANTONE 9440 C,13131,190,224,234
PANTONE 9441 C,13132,189,224,236
PANTONE 9442 C,13133,187,221,232
PANTONE 9443 C,13134,185,215,224
PANTONE 9460 C,13135,212,237,241
PANTONE 9461 C,13136,187,225,231
PANTONE 9462 C,13137,182,220,225
PANTONE 9463 C,13138,187,218,223
PANTONE 9464 C,13139,156,220,237
PANTONE 9480 C,13140,198,234,233
PANTONE 9481 C,13141,197,234,235
PANTONE 9482 C,13142,193,227,232
PANTONE 9483 C,13143,195,220,218
PANTONE 9500 C,13144,188,232,232
PANTONE 9501 C,13145,183,223,220
PANTONE 9502 C,13146,201,226,224
PANTONE 9503 C,13147,201,223,219
PANTONE 9504 C,13148,195,217,216
PANTONE 9520 C,13149,215,241,232
PANTONE 9521 C,13150,210,231,226
PANTONE 9522 C,13151,213,231,224
PANTONE 9523 C,13152,212,227,221
PANTONE 9524 C,13153,175,236,223
PANTONE 9525 C,13154,230,241,230
PANTONE 9540 C,13155,221,240,229
PANTONE 9541 C,13156,221,236,228
PANTONE 9542 C,13157,204,219,205
PANTONE 9543 C,13158,197,214,200
PANTONE 9544 C,13159,229,242,220
PANTONE 9560 C,13160,223,239,221
PANTONE 9561 C,13161,213,231,211
PANTONE 9562 C,13162,215,227,208
PANTONE 9563 C,13163,210,221,204
PANTONE 9580 C,13164,226,240,206
PANTONE 9581 C,13165,224,232,208
PANTONE 9582 C,13166,216,220,201
PANTONE 9583 C,13167,205,213,188
PANTONE 9584 C,13168,218,227,204
PANTONE 9585 C,13169,214,220,199
PANTONE 9600 C,13170,228,236,201
PANTONE 9601 C,13171,227,232,204
PANTONE 9602 C,13172,217,220,191
PANTONE 9603 C,13173,216,216,194
PANTONE Black 2 C,13174,49,46,32
PANTONE Black 3 C,13175,32,40,33
PANTONE Black 4 C,13176,49,40,31
PANTONE Black 5 C,13177,62,43,46
PANTONE Black 6 C,13178,15,25,31
PANTONE Black 7 C,13179,61,59,53
PANTONE Black C,13180,44,41,39
PANTONE Blue 072 C,13181,8,7,159
PANTONE Bright Red C,13182,247,59,36
PANTONE Cool Gray 1 C,13183,216,218,218
PANTONE Cool Gray 10 C,13184,96,103,106
PANTONE Cool Gray 11 C,13185,82,88,92
PANTONE Cool Gray 2 C,13186,208,210,208
PANTONE Cool Gray 3 C,13187,200,202,199
PANTONE Cool Gray 4 C,13188,187,187,187
PANTONE Cool Gray 5 C,13189,177,180,179
PANTONE Cool Gray 6 C,13190,165,169,172
PANTONE Cool Gray 7 C,13191,149,153,156
PANTONE Cool Gray 8 C,13192,136,140,143
PANTONE Cool Gray 9 C,13193,115,120,124
PANTONE Dark Blue C,13194,0,37,157
PANTONE Green C,13195,0,171,132
PANTONE Medium Purple C,13196,76,1,141
PANTONE Orange 021 C,13197,253,83,6
PANTONE Pink C,13198,214,40,152
PANTONE Process Blue C,13199,0,133,201
PANTONE Purple C,13200,184,41,185
PANTONE Red 032 C,13201,239,53,66
PANTONE Reflex Blue C,13202,0,22,138
PANTONE Rhodamine Red C,13203,223,4,152
PANTONE Rubine Red C,13204,206,9,89
PANTONE Violet C,13205,65,5,154
PANTONE Warm Gray 1 C,13206,217,211,205
PANTONE Warm Gray 10 C,13207,118,110,100
PANTONE Warm Gray 11 C,13208,108,97,88
PANTONE Warm Gray 2 C,13209,201,195,186
PANTONE Warm Gray 3 C,13210,190,184,175
PANTONE Warm Gray 4 C,13211,179,173,165
PANTONE Warm Gray 5 C,13212,171,165,157
PANTONE Warm Gray 6 C,13213,164,156,149
PANTONE Warm Gray 7 C,13214,149,141,132
PANTONE Warm Gray 8 C,13215,140,130,121
PANTONE Warm Gray 9 C,13216,129,120,110
PANTONE Warm Red C,13217,247,67,58
PANTONE Yellow 012 C,13218,252,214,1
PANTONE Yellow C,13219,253,222,6
